x0,x4,x8,x12,x16,x20,x1,x5,x9,x13,x17,y0,y4,y8,y12,y16,y20,y1,y5,y9,y13,y17,gesture
0.27746424078941345,0.8770002722740173,0.31751859188079834,0.7199641466140747,0.4013293385505676,0.5188164710998535,0.2809874415397644,0.46539342403411865,0.30262067914009094,0.779160737991333,0.2829574644565582,0.7964857220649719,0.3234332501888275,0.8489614725112915,0.34454095363616943,0.6738715767860413,0.3022482693195343,0.6641068458557129,0.263682097196579,0.6826047301292419,0.23092177510261536,0.7160121202468872,V
0.3402267098426819,0.9120022654533386,0.39068320393562317,0.7518815994262695,0.468231737613678,0.5388322472572327,0.3295571208000183,0.4830947518348694,0.36757445335388184,0.8133111000061035,0.34257152676582336,0.8374016284942627,0.3880258798599243,0.8846757411956787,0.409610390663147,0.6995583176612854,0.3627404272556305,0.6857113242149353,0.3211851716041565,0.7020108103752136,0.2883533239364624,0.7358889579772949,V
0.42023101449012756,0.9094852805137634,0.4772161841392517,0.7381713390350342,0.5544102787971497,0.5283612012863159,0.41976797580718994,0.45850539207458496,0.4566326439380646,0.8070451021194458,0.4308261275291443,0.8335933685302734,0.4683438837528229,0.8814979195594788,0.4930679202079773,0.6938455104827881,0.4470635652542114,0.6822062730789185,0.405514121055603,0.701716423034668,0.37193989753723145,0.7399507761001587,V
0.5343251824378967,0.9374246597290039,0.6019101738929749,0.7519656419754028,0.6875871419906616,0.552095890045166,0.5488882064819336,0.48066598176956177,0.5901967287063599,0.8268157243728638,0.5695147514343262,0.8590021133422852,0.5897928476333618,0.9069341421127319,0.6111754179000854,0.7184291481971741,0.5615207552909851,0.7042324542999268,0.5204252004623413,0.7209157347679138,0.4907076954841614,0.7578317523002625,V
0.6827614903450012,0.9326112866401672,0.7778642773628235,0.7528197169303894,0.8455545902252197,0.5616995096206665,0.7189088463783264,0.4839067757129669,0.7598069310188293,0.8334730863571167,0.7432385683059692,0.8778429627418518,0.7428714632987976,0.8985145092010498,0.7607463598251343,0.7205638289451599,0.7161999940872192,0.7096046805381775,0.6796640157699585,0.7287309765815735,0.6575250029563904,0.768884003162384,V
0.7447140216827393,0.9004870653152466,0.8571580052375793,0.720901370048523,0.9180544018745422,0.5459705591201782,0.80961012840271,0.4712207317352295,0.8266644477844238,0.8046593070030212,0.8086329102516174,0.8438020944595337,0.8025776743888855,0.8693437576293945,0.8266463279724121,0.7005921006202698,0.7849199771881104,0.6877744197845459,0.7481946349143982,0.702041745185852,0.7237827181816101,0.7367786169052124,V
0.7498454451560974,0.7551028728485107,0.8541526794433594,0.5611393451690674,0.9144279956817627,0.3923969864845276,0.8117736577987671,0.32429972290992737,0.824961245059967,0.6399916410446167,0.8123838901519775,0.670616865158081,0.8068737983703613,0.723376989364624,0.8256181478500366,0.5558031797409058,0.7871591448783875,0.5452327728271484,0.7525802850723267,0.5588136911392212,0.7284929752349854,0.5899618864059448,V
0.7105740308761597,0.6482104063034058,0.8101887702941895,0.4304705858230591,0.8509500026702881,0.27538055181503296,0.7528755068778992,0.20985060930252075,0.7738652229309082,0.5078060030937195,0.7506716847419739,0.5536049604415894,0.7635445594787598,0.6173460483551025,0.7770613431930542,0.453319251537323,0.7386796474456787,0.4414101541042328,0.7035732269287109,0.45194482803344727,0.6789345145225525,0.4790228307247162,V
0.6483078598976135,0.6250628232955933,0.7282242178916931,0.40243956446647644,0.7921519875526428,0.2485528141260147,0.6852898001670837,0.17260146141052246,0.7024765014648438,0.4820254445075989,0.6785391569137573,0.5241541266441345,0.699813723564148,0.5952528715133667,0.716681957244873,0.4257383942604065,0.6785719394683838,0.4138485789299011,0.6429185271263123,0.42619219422340393,0.6155666708946228,0.45592576265335083,V
0.5386010408401489,0.6227915287017822,0.6036720871925354,0.38273119926452637,0.682651162147522,0.2162024974822998,0.5603151321411133,0.14622926712036133,0.5816158056259155,0.4631652235984802,0.5563095211982727,0.5136915445327759,0.5910878777503967,0.5884578227996826,0.6055838465690613,0.40951770544052124,0.5646181106567383,0.39843007922172546,0.5260814428329468,0.41451185941696167,0.4946337342262268,0.4474109411239624,V
